Catalog Nbr,Section,Acad Group,Class Nbr,Subject,Course Title,Component,Days,Time,Location,Instructor,Units,Class Duration
 501,6,Environment and Sustainability,31034,Environment and Sustainability,Grad Experimental,Lecture,not available,unknown,to be determined,Professor Brines,1.00-4.00,Full Term
 501,13,Environment and Sustainability,26764,Environment and Sustainability,Grad Experimental,Seminar,not available,9-5PM,1028 DANA,Professor Weeks,1.00-4.00,Full Term
 501,14,Environment and Sustainability,33264,Environment and Sustainability,Grad Experimental,Lecture,"Tuesday, Thursday",1-230PM,3556 DANA,Professor Martinez,1.00-4.00,Full Term
 501,68,Environment and Sustainability,33255,Environment and Sustainability,Grad Experimental,Lecture,"Tuesday, Thursday",1130-1PM,1046 DANA,not available,1.00-4.00,Full Term
 501,72,Environment and Sustainability,33453,Environment and Sustainability,Grad Experimental,Lecture,Wednesday,530-830PM,2600 SKB,Professor Zietsma,1.00-4.00,Full Term
 501,89,Environment and Sustainability,25191,Environment and Sustainability,Grad Experimental,Lecture,"Tuesday, Thursday",230-4PM,LEC RM 1 MLB,Professor Hardin,1.00-4.00,Full Term
 501,91,Environment and Sustainability,27668,Environment and Sustainability,Grad Experimental,Lecture,"Tuesday, Thursday",4-530PM,1046 DANA,not available,1.00-4.00,Full Term
 501,100,Environment and Sustainability,33860,Environment and Sustainability,Grad Experimental,Seminar,"Tuesday, Thursday",1130-1PM,2024 DANA,not available,1.00-4.00,Full Term
 501,106,Environment and Sustainability,31976,Environment and Sustainability,Grad Experimental,Lecture,"Tuesday, Thursday",830-10AM,1028 DANA,Professor Ghimire,1.00-4.00,Full Term
 501,107,Environment and Sustainability,32187,Environment and Sustainability,Grad Experimental,Lecture,"Monday, Wednesday",830-10AM,1046 DANA,Professor Ghimire,1.50-3.00,Partial Term
 501,117,Environment and Sustainability,33134,Environment and Sustainability,Grad Experimental,Lecture,Friday,2-5PM,1040 DANA,Professor Agrawal,1.50-3.00,Partial Term
 501,158,Environment and Sustainability,21979,Environment and Sustainability,Grad Experimental,Seminar,Wednesday,5-6PM,REMOTE,Professor Basu,1.00-1.50,Partial Term
 506,1,Environment and Sustainability,33045,Environment and Sustainability,Intro to R,Seminar,not available,unknown,to be determined,Professor Weeks,1.00,Full Term
 509,1,Environment and Sustainability,16990,Environment and Sustainability,Ecology: Concpts&App,Lecture,"Monday, Wednesday",1130-1PM,1040 DANA,Professor Schueller,4.00,Full Term
 509,2,Environment and Sustainability,17585,Environment and Sustainability,Ecology: Concpts&App,Lab,Tuesday,9-1250PM,to be determined,Professor Schueller,4.00,Full Term
 509,3,Environment and Sustainability,17586,Environment and Sustainability,Ecology: Concpts&App,Lab,Tuesday,9-1250PM,to be determined,Professor Schueller,4.00,Full Term
 509,4,Environment and Sustainability,17587,Environment and Sustainability,Ecology: Concpts&App,Lab,Tuesday,1-450PM,to be determined,Professor Schueller,4.00,Full Term
 509,5,Environment and Sustainability,17588,Environment and Sustainability,Ecology: Concpts&App,Lab,Tuesday,1-450PM,to be determined,Professor Schueller,4.00,Full Term
 509,6,Environment and Sustainability,17806,Environment and Sustainability,Ecology: Concpts&App,Lab,Thursday,9-1250PM,to be determined,Professor Schueller,4.00,Full Term
 509,7,Environment and Sustainability,18098,Environment and Sustainability,Ecology: Concpts&App,Lab,Thursday,9-1250PM,to be determined,Professor Schueller,4.00,Full Term
 509,8,Environment and Sustainability,28088,Environment and Sustainability,Ecology: Concpts&App,Lab,Thursday,1-450PM,to be determined,Professor Schueller,4.00,Full Term
 509,9,Environment and Sustainability,28089,Environment and Sustainability,Ecology: Concpts&App,Lab,Thursday,1-450PM,to be determined,Professor Schueller,4.00,Full Term
 510,1,Environment and Sustainability,28064,Environment and Sustainability,Sci&Prac of Soc Chng,Lecture,"Monday, Wednesday",4-530PM,1040 DANA,Professor Bartlett,3.00,Full Term
 510,2,Environment and Sustainability,28065,Environment and Sustainability,Sci&Prac of Soc Chng,Discussion,Wednesday,6-7PM,3556 DANA,Professor Bartlett,3.00,Full Term
 510,3,Environment and Sustainability,28066,Environment and Sustainability,Sci&Prac of Soc Chng,Discussion,Thursday,5-6PM,1028 DANA,Professor Bartlett,3.00,Full Term
 510,4,Environment and Sustainability,28067,Environment and Sustainability,Sci&Prac of Soc Chng,Discussion,Thursday,6-7PM,1028 DANA,Professor Bartlett,3.00,Full Term
 510,5,Environment and Sustainability,28068,Environment and Sustainability,Sci&Prac of Soc Chng,Discussion,Wednesday,7-8PM,2024 DANA,Professor Bartlett,3.00,Full Term
 512,1,Environment and Sustainability,24130,Environment and Sustainability,Sus Dev I: Ent Intgr,Recitation,"Monday, Wednesday",1-230PM,R1230 BUS,Professor Hart,1.50,Partial Term
 513,1,Environment and Sustainability,24131,Environment and Sustainability,Sus Dev II: Mkt Tran,Recitation,"Monday, Wednesday",1-230PM,R1230 BUS,Professor Hart,1.50,Partial Term
 514,1,Environment and Sustainability,36568,Environment and Sustainability,SusDev: Theory&Frame,Lecture,"Tuesday, Thursday",10-1130AM,1046 DANA,Professor Jagger,1.50,Partial Term
 515,1,Environment and Sustainability,36569,Environment and Sustainability,SusDev: Grand Chalng,Lecture,"Tuesday, Thursday",10-1130AM,1046 DANA,Professor Ghimire,1.50,Partial Term
 519,1,Environment and Sustainability,28286,Environment and Sustainability,Clim Chnge vs Every,Seminar,Wednesday,530-730PM,1028 DANA,Professor Burton,2.00,Full Term
 520,1,Environment and Sustainability,34957,Environment and Sustainability,Fluvial Ecosystems,Lecture,Thursday,530-830PM,3556 DANA,Professor Burton,3.00,Full Term
 523,1,Environment and Sustainability,24363,Environment and Sustainability,Ecol Risk Assessment,Lecture,Tuesday,530-730PM,1028 DANA,Professor Burton,2.00,Full Term
 525,1,Environment and Sustainability,26614,Environment and Sustainability,Energy Justice,Lecture,"Monday, Wednesday",10-1130AM,1046 DANA,Professor Schott - hehim,3.00,Full Term
 526,1,Environment and Sustainability,16880,Environment and Sustainability,Erb Inst Seminar,Recitation,"Monday, Wednesday",430-6PM,B1570 BUS,Professor Keeler,1.50,Partial Term
 527,1,Environment and Sustainability,24128,Environment and Sustainability,Energy Mkts&Politics,Discussion,"Monday, Wednesday",4-530PM,1028 DANA,Professor Lyon,3.00,Full Term
 528,1,Environment and Sustainability,27572,Environment and Sustainability,Sustainable Food Sys,Lecture,"Tuesday, Thursday",1-230PM,2024 DANA,"Professor Blesh, Professor Jones, Professor Hoey",3.00,Full Term
 529,1,Environment and Sustainability,31379,Environment and Sustainability,Indig Sus & Env Just,Lecture,"Monday, Wednesday",1-230PM,3755 SPH1,not available,3.00,Full Term
 531,1,Environment and Sustainability,20440,Environment and Sustainability,Principles of GIS,Lecture,"Monday, Wednesday",230-4PM,1040 DANA,Professor Diver,4.00,Full Term
 531,2,Environment and Sustainability,20441,Environment and Sustainability,Principles of GIS,Lab,Thursday,630-9PM,3325 DANA,Professor Diver,4.00,Full Term
 531,3,Environment and Sustainability,20442,Environment and Sustainability,Principles of GIS,Lab,Friday,9-1130AM,3325 DANA,Professor Diver,4.00,Full Term
 531,4,Environment and Sustainability,25407,Environment and Sustainability,Principles of GIS,Lab,Friday,1130-2PM,3325 DANA,Professor Diver,4.00,Full Term
 531,5,Environment and Sustainability,28261,Environment and Sustainability,Principles of GIS,Lab,Wednesday,6-830PM,3325 DANA,Professor Diver,4.00,Full Term
 533,1,Environment and Sustainability,19728,Environment and Sustainability,Negotiation Skills,Lecture,"Tuesday, Thursday",3-6PM,2024 DANA,Professor Yaffee,3.00,Partial Term
 537,1,Environment and Sustainability,26601,Environment and Sustainability,Urb Sustainability,Lecture,"Tuesday, Thursday",230-4PM,1046 DANA,Professor Finn,3.00,Full Term
 538,1,Environment and Sustainability,26070,Environment and Sustainability,Nat Res Statistics,Lecture,"Tuesday, Thursday",4-530PM,1040 DANA,Professor Ibanez,4.00,Full Term
 538,2,Environment and Sustainability,26071,Environment and Sustainability,Nat Res Statistics,Discussion,Thursday,6-8PM,1046 DANA,Professor Ibanez,4.00,Full Term
 538,3,Environment and Sustainability,26072,Environment and Sustainability,Nat Res Statistics,Discussion,Tuesday,6-8PM,1046 DANA,Professor Ibanez,4.00,Full Term
 538,4,Environment and Sustainability,28199,Environment and Sustainability,Nat Res Statistics,Discussion,Friday,9-11AM,2520 DANA,Professor Ibanez,4.00,Full Term
 538,5,Environment and Sustainability,28200,Environment and Sustainability,Nat Res Statistics,Discussion,Friday,2-4PM,2024 DANA,Professor Ibanez,4.00,Full Term
 540,1,Environment and Sustainability,13907,Environment and Sustainability,GIS&NR Applications,Lecture,"Monday, Wednesday",3-530PM,3325 DANA,Professor Brines,2.00,Full Term
 542,1,Environment and Sustainability,26516,Environment and Sustainability,Conservation&Develop,Lecture,"Monday, Wednesday",10-1130AM,1028 DANA,Professor Butt,3.00,Full Term
 543,1,Environment and Sustainability,25174,Environment and Sustainability,Env Spatial Analys,Lecture,Tuesday,1130-1PM,3325 DANA,Professor Cordero-Sancho,3.00,Full Term
 543,2,Environment and Sustainability,28268,Environment and Sustainability,Env Spatial Analys,Lab,Thursday,1130-1PM,3325 DANA,Professor Cordero-Sancho,3.00,Full Term
 546,1,Environment and Sustainability,31384,Environment and Sustainability,Herb Flora & Ecosys,Lecture,"Tuesday, Thursday",5-6PM,1528 NUB,Professor Kost,4.00,Full Term
 546,2,Environment and Sustainability,31385,Environment and Sustainability,Herb Flora & Ecosys,Lab,Friday,1-6PM,131 BGRES,Professor Kost,4.00,Full Term
 547,1,Environment and Sustainability,38380,Environment and Sustainability,Wildlife and Society,Lecture,"Tuesday, Thursday",230-4PM,1028 DANA,Professor Carter,3.00,Full Term
 548,1,Environment and Sustainability,29795,Environment and Sustainability,Intro Geovisual,Lecture,"Tuesday, Thursday",9-10AM,3460 CCCB,Professor Van Berkel,1.50,Partial Term
 548,2,Environment and Sustainability,29796,Environment and Sustainability,Intro Geovisual,Lab,Thursday,4-6PM,3325 DANA,Professor Van Berkel,1.50,Partial Term
 548,3,Environment and Sustainability,29797,Environment and Sustainability,Intro Geovisual,Lab,Friday,2-4PM,3325 DANA,Professor Van Berkel,1.50,Partial Term
 553,1,Environment and Sustainability,25325,Environment and Sustainability,Diverse Farming Sys,Lecture,"Monday, Wednesday",1-230PM,1028 DANA,Professor Perfecto,3.00,Full Term
 556,1,Environment and Sustainability,31143,Environment and Sustainability,Transform Food Systm,Seminar,Friday,230-430PM,to be determined,"Professor Hoey, Professor Perfecto",1.50,Full Term
 560,1,Environment and Sustainability,21802,Environment and Sustainability,Behavior&Environmt,Lecture,"Monday, Wednesday",1-230PM,1040 DANA,Professor De Young,3.00,Full Term
 560,2,Environment and Sustainability,21826,Environment and Sustainability,Behavior&Environmt,Discussion,Friday,9-10AM,3556 DANA,Professor De Young,3.00,Full Term
 560,3,Environment and Sustainability,21827,Environment and Sustainability,Behavior&Environmt,Discussion,Friday,11-12PM,1046 DANA,Professor De Young,3.00,Full Term
 562,1,Environment and Sustainability,16555,Environment and Sustainability,Env Policy&Politics,Lecture,"Tuesday, Thursday",830-10AM,2024 DANA,Professor Yaffee,3.00,Full Term
 565,1,Environment and Sustainability,34961,Environment and Sustainability,Princ of Transition,Lecture,Monday,530-730PM,1046 DANA,Professor Princen,2.00,Full Term
 567,1,Environment and Sustainability,33454,Environment and Sustainability,Soc Vulnrblt&Adapt,Lecture,"Monday, Wednesday",10-1130AM,2520 DANA,Professor Fischer,3.00,Full Term
 570,1,Environment and Sustainability,22401,Environment and Sustainability,Env Econ: Quant Meth,Lecture,"Tuesday, Thursday",1130-1PM,1250 USB,Professor Moore,3.00,Full Term
 572,1,Environment and Sustainability,30853,Environment and Sustainability,Env Imp Asmnt,Lecture,Tuesday,3-5PM,4332 SPH2,Professor Batterman,2.00,Full Term
 574,1,Environment and Sustainability,13065,Environment and Sustainability,Sus Energy Sys,Lecture,"Tuesday, Thursday",230-4PM,1040 DANA,Professor Keoleian,3.00,Full Term
 574,881,Environment and Sustainability,27925,Environment and Sustainability,Sus Energy Sys,Lecture,"Tuesday, Thursday",230-4PM,REMOTE,Professor Keoleian,3.00,Full Term
 576,1,Environment and Sustainability,25106,Environment and Sustainability,Sustain Finance,Lecture,"Monday, Wednesday",430-6PM,1010 DOW,Professor Adriaens,3.00,Full Term
 577,1,Environment and Sustainability,29724,Environment and Sustainability,Pol Ecol I: Env Viol,Lecture,Monday,2-5PM,2024 DANA,Professor Butt,3.00,Full Term
 584,1,Environment and Sustainability,38080,Environment and Sustainability,Water Resource Econ,Lecture,"Monday, Wednesday",1-230PM,1046 DANA,Professor Moore,3.00,Full Term
 585,1,Environment and Sustainability,33274,Environment and Sustainability,Seminar on CAD,Seminar,Tuesday,6-8PM,3325 DANA,not available,1.00,Full Term
 586,1,Environment and Sustainability,13066,Environment and Sustainability,Visualizing Environ,Lecture,"Monday, Wednesday",430-630PM,3028 DANA,Professor Szot,2.00,Full Term
 587,1,Environment and Sustainability,13067,Environment and Sustainability,Plac&Env Makng Place,Lecture,Wednesday,1-3PM,3028 DANA,Professor Lindquist,4.00,Full Term
 587,2,Environment and Sustainability,13068,Environment and Sustainability,Plac&Env Makng Place,Lab,"Monday, Friday",1-4PM,3028 DANA,Professor Lindquist,4.00,Full Term
 591,1,Environment and Sustainability,13069,Environment and Sustainability,Materials&Methods,Lecture,"Tuesday, Thursday",9-10AM,3040 DANA,Professor Jones,3.00,Full Term
 591,2,Environment and Sustainability,13896,Environment and Sustainability,Materials&Methods,Lab,"Tuesday, Thursday",10-11AM,3040 DANA,Professor Jones,3.00,Full Term
 597,1,Environment and Sustainability,20627,Environment and Sustainability,Environ Sys Analysis,Lecture,"Tuesday, Thursday",1-230PM,1046 DANA,Professor Knox,3.00,Full Term
 598,1,Environment and Sustainability,17286,Environment and Sustainability,N R Internship-Gr,Individual Instruction,not available,unknown,to be determined,not available,1.00-3.00,Full Term
 598,24,Environment and Sustainability,38209,Environment and Sustainability,N R Internship-Gr,Individual Instruction,not available,unknown,to be determined,Professor Jain,1.00-3.00,Full Term
 598,162,Environment and Sustainability,36952,Environment and Sustainability,N R Internship-Gr,Individual Instruction,not available,unknown,to be determined,Professor Jagger,1.00-3.00,Full Term
 600,1,Environment and Sustainability,13070,Environment and Sustainability,Dir Res&Sp Prob-Gr,Individual Instruction,Tuesday,330-630PM,to be determined,not available,1.00-8.00,Full Term
 601,1,Environment and Sustainability,27289,Environment and Sustainability,Ind Eco Exper Learn,Individual Instruction,not available,unknown,to be determined,not available,3.00,Full Term
 635,1,Environment and Sustainability,38180,Environment and Sustainability,Multivariate Stats,Lecture,"Tuesday, Thursday",10-1130AM,2024 DANA,Professor Gronewold,3.00,Full Term
 648,1,Environment and Sustainability,29798,Environment and Sustainability,Adv Geovisual,Lecture,"Tuesday, Thursday",9-10AM,3460 CCCB,Professor Van Berkel,1.50,Partial Term
 648,2,Environment and Sustainability,29799,Environment and Sustainability,Adv Geovisual,Lab,Thursday,4-6PM,3325 DANA,Professor Van Berkel,1.50,Partial Term
 648,3,Environment and Sustainability,29800,Environment and Sustainability,Adv Geovisual,Lab,Friday,2-4PM,3325 DANA,Professor Van Berkel,1.50,Partial Term
 661,1,Environment and Sustainability,33003,Environment and Sustainability,Conservatn Beh Sem,Lecture,Wednesday,3-5PM,3552 DANA,Professor De Young,2.00,Full Term
 677,1,Environment and Sustainability,30446,Environment and Sustainability,RPB Research Sem,Seminar,Thursday,6-730PM,2024 DANA,Professor Taylor,1.00-2.00,Full Term
 677,2,Environment and Sustainability,37565,Environment and Sustainability,RPB Research Sem,Seminar,Thursday,530-7PM,1507 NUB,"Professor Love, Professor Brenner",1.00-2.00,Full Term
 677,22,Environment and Sustainability,33129,Environment and Sustainability,RPB Research Sem,Seminar,Monday,11-1PM,2024 DANA,Professor Stolper,1.00-1.50,Partial Term
 677,41,Environment and Sustainability,19830,Environment and Sustainability,RPB Research Sem,Seminar,Tuesday,6-8PM,3556 DANA,Professor Bierbaum,1.00-1.50,Partial Term
 677,68,Environment and Sustainability,33529,Environment and Sustainability,RPB Research Sem,Seminar,Friday,9-11AM,3038 DANA,Professor Hughes,1.00-1.50,Partial Term
 677,89,Environment and Sustainability,28541,Environment and Sustainability,RPB Research Sem,Seminar,Thursday,11-1PM,4332 SPH2,Professor Bartlett,1.00-2.00,Full Term
 677,158,Environment and Sustainability,24995,Environment and Sustainability,RPB Research Sem,Seminar,Friday,1-5PM,242 WH,Professor Basu,1.00-1.50,Partial Term
 677,241,Environment and Sustainability,27669,Environment and Sustainability,RPB Research Sem,Seminar,Tuesday,6-8PM,3556 DANA,Professor Bierbaum,1.00-1.50,Partial Term
 688,1,Environment and Sustainability,21015,Environment and Sustainability,Site Plan&Design,Lecture,Wednesday,9-1130AM,3040 DANA,Professor Kissinger,4.00,Full Term
 688,2,Environment and Sustainability,21016,Environment and Sustainability,Site Plan&Design,Lab,"Monday, Friday",9-1130AM,3040 DANA,Professor Kissinger,4.00,Full Term
 691,1,Environment and Sustainability,26603,Environment and Sustainability,Plnts Use Des Lndsc,Lecture,Friday,1-5PM,3038 DANA,not available,3.00,Full Term
 691,1,Environment and Sustainability,26603,Environment and Sustainability,Plnts Use Des Lndsc,Lecture,Wednesday,1-3PM,3038 DANA,Professor Du Russel,3.00,Full Term
 700,1,Environment and Sustainability,15895,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,not available,1.00-12.00,Full Term
 700,7,Environment and Sustainability,37578,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,Professor Carter,1.00-12.00,Full Term
 700,13,Environment and Sustainability,35739,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,Professor Weeks,1.00-12.00,Full Term
 700,23,Environment and Sustainability,36300,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,Professor Craig,1.00-12.00,Full Term
 700,25,Environment and Sustainability,36027,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,Professor Alofs,1.00-12.00,Full Term
 700,60,Environment and Sustainability,37471,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,Professor Whyte,1.00-12.00,Full Term
 700,77,Environment and Sustainability,38475,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,Professor Gronewold,1.00-12.00,Full Term
 700,108,Environment and Sustainability,35987,Environment and Sustainability,Master's Thesis,Individual Instruction,not available,unknown,to be determined,Professor Foufopoulos,1.00-12.00,Full Term
 701,452,Environment and Sustainability,33065,Environment and Sustainability,Masters Project,Lecture,Wednesday,530-730PM,1046 DANA,Professor Shriberg,1.00-4.00,Full Term
 701,453,Environment and Sustainability,33066,Environment and Sustainability,Masters Project,Lecture,Monday,530-730PM,2024 DANA,Professor White,1.00-4.00,Full Term
 701,454,Environment and Sustainability,36310,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Agrawal,1.00-4.00,Full Term
 701,455,Environment and Sustainability,38076,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Lewis,1.00-4.00,Full Term
 701,456,Environment and Sustainability,38484,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Burton,1.00-4.00,Full Term
 701,457,Environment and Sustainability,36339,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Du Russel,1.00-4.00,Full Term
 701,458,Environment and Sustainability,38493,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Duggan,1.00-4.00,Full Term
 701,459,Environment and Sustainability,35970,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,"Professor Mills, Professor O'Neill",1.00-4.00,Full Term
 701,460,Environment and Sustainability,36575,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Martinez,1.00-4.00,Full Term
 701,461,Environment and Sustainability,38079,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Soderstrom,1.00-4.00,Full Term
 701,462,Environment and Sustainability,36340,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Ghimire,1.00-4.00,Full Term
 701,463,Environment and Sustainability,36019,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,"Professor Whyte, Professor Martinez",1.00-4.00,Full Term
 701,464,Environment and Sustainability,36086,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Keoleian,1.00-4.00,Full Term
 701,465,Environment and Sustainability,37483,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Newell,1.00-4.00,Full Term
 701,466,Environment and Sustainability,38494,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Lewis,1.00-4.00,Full Term
 701,467,Environment and Sustainability,36311,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Jones,1.00-4.00,Full Term
 701,468,Environment and Sustainability,38495,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,"Professor Kost, Professor Cousins",1.00-4.00,Full Term
 701,469,Environment and Sustainability,36510,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Petrovskis,1.00-4.00,Full Term
 701,470,Environment and Sustainability,38496,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,"Professor Foufopoulos, Professor Schueller",1.00-4.00,Full Term
 701,471,Environment and Sustainability,36302,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Du Russel,1.00-4.00,Full Term
 701,472,Environment and Sustainability,36301,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Lindquist,1.00-4.00,Full Term
 701,473,Environment and Sustainability,36303,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Whyte,1.00-4.00,Full Term
 701,474,Environment and Sustainability,38497,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Whyte,1.00-4.00,Full Term
 701,475,Environment and Sustainability,36088,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,"Professor Brines, Professor Ibanez",1.00-4.00,Full Term
 701,476,Environment and Sustainability,36508,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Basu,1.00-4.00,Full Term
 701,477,Environment and Sustainability,36395,Environment and Sustainability,Masters Project,Lab,not available,unknown,to be determined,Professor Huber-Stearns,1.00-4.00,Full Term
 702,1,Environment and Sustainability,26405,Environment and Sustainability,Master's Practicum,Individual Instruction,not available,unknown,to be determined,not available,1.00-6.00,Full Term
 702,15,Environment and Sustainability,37469,Environment and Sustainability,Master's Practicum,Individual Instruction,not available,unknown,to be determined,Professor Van Berkel,1.00-6.00,Full Term
 702,60,Environment and Sustainability,36512,Environment and Sustainability,Master's Practicum,Individual Instruction,not available,unknown,to be determined,Professor Whyte,1.00-6.00,Full Term
 702,98,Environment and Sustainability,36583,Environment and Sustainability,Master's Practicum,Individual Instruction,not available,unknown,to be determined,Professor Nassauer,1.00-6.00,Full Term
 702,295,Environment and Sustainability,38502,Environment and Sustainability,Master's Practicum,Individual Instruction,not available,unknown,to be determined,Professor Hoffman,1.00-6.00,Full Term
 702,296,Environment and Sustainability,38500,Environment and Sustainability,Master's Practicum,Individual Instruction,not available,unknown,to be determined,Professor Jones,1.00-6.00,Full Term
 711,1,Environment and Sustainability,33046,Environment and Sustainability,Michigan Climate Ven,Recitation,Friday,10-12PM,R2210 BUS,Professor Kaul,3.00,Partial Term
 731,1,Environment and Sustainability,35123,Environment and Sustainability,Interdisc Prob Solv,Lab,Wednesday,315-630PM,1070 JEFFRIES,Professor CdeBaca,3.00,Partial Term
 731,2,Environment and Sustainability,35131,Environment and Sustainability,Interdisc Prob Solv,Lab,Thursday,1230-330PM,0220 JEFFRIES,"Professor Carr, Professor Petersen, Professor Campbell",3.00,Partial Term
 741,1,Environment and Sustainability,18310,Environment and Sustainability,Research Paradigms,Seminar,Friday,10-12PM,3556 DANA,"Professor Jagger, Professor Carter",2.00-3.00,Full Term
 741,2,Environment and Sustainability,33135,Environment and Sustainability,Research Paradigms,Seminar,Friday,1-230PM,3556 DANA,"Professor Jagger, Professor Carter",2.00-3.00,Full Term
 787,1,Environment and Sustainability,20853,Environment and Sustainability,Metro Dynamic Studio,Lecture,Tuesday,1-3PM,3066 DANA,Professor Du Russel,2.00,Partial Term
 787,2,Environment and Sustainability,27613,Environment and Sustainability,Metro Dynamic Studio,Lab,Thursday,1-5PM,3066 DANA,Professor Du Russel,2.00,Partial Term
 787,101,Environment and Sustainability,30810,Environment and Sustainability,Metro Dynamic Studio,Lecture,Tuesday,1-3PM,3066 DANA,Professor Du Russel,2.00,Partial Term
 787,102,Environment and Sustainability,30811,Environment and Sustainability,Metro Dynamic Studio,Lab,Thursday,1-5PM,3066 DANA,Professor Du Russel,2.00,Partial Term
 841,1,Environment and Sustainability,18666,Environment and Sustainability,PhD Res Forum,Seminar,Wednesday,12-1PM,2024 DANA,not available,1.00,Full Term
 841,1,Environment and Sustainability,18666,Environment and Sustainability,PhD Res Forum,Seminar,Wednesday,3-5PM,2024 DANA,not available,1.00,Full Term
 841,2,Environment and Sustainability,33821,Environment and Sustainability,PhD Res Forum,Seminar,Wednesday,12-1PM,3038 DANA,not available,1.00,Full Term
 990,1,Environment and Sustainability,13071,Environment and Sustainability,Diss-Precand,Individual Instruction,not available,unknown,to be determined,not available,1.00-8.00,Full Term
 995,1,Environment and Sustainability,13072,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,not available,8.00,Full Term
 995,13,Environment and Sustainability,38470,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Weeks,8.00,Full Term
 995,15,Environment and Sustainability,36589,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Van Berkel,8.00,Full Term
 995,22,Environment and Sustainability,36299,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Stolper,8.00,Full Term
 995,25,Environment and Sustainability,38468,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Alofs,8.00,Full Term
 995,29,Environment and Sustainability,36587,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor De Young,8.00,Full Term
 995,37,Environment and Sustainability,38260,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Newell,8.00,Full Term
 995,38,Environment and Sustainability,36586,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Blesh,8.00,Full Term
 995,60,Environment and Sustainability,38466,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Whyte,8.00,Full Term
 995,75,Environment and Sustainability,38469,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Perfecto,8.00,Full Term
 995,91,Environment and Sustainability,38472,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Vaishnav,8.00,Full Term
 995,92,Environment and Sustainability,36585,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Miller,8.00,Full Term
 995,111,Environment and Sustainability,36588,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Lemos,8.00,Full Term
 995,117,Environment and Sustainability,38471,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Agrawal,8.00,Full Term
 995,123,Environment and Sustainability,38467,Environment and Sustainability,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Butt,8.00,Full Term
 106,1,Information,21006,Information,"Prog, Info & People",Lecture,Monday,230-4PM,AUD 4 MLB,Professor van Lent,4.00,Full Term
 106,2,Information,21036,Information,"Prog, Info & People",Discussion,"Monday, Wednesday",4-530PM,G311 DENT,"Professor van Lent, Professor Faculty",4.00,Full Term
